Locality,Type_of_property,Subtype_of_property,Price,TransactionType,No_of_rooms,Kitchen,IsFurnished,Fireplace_exist,Garden,Terrace,Surface_area_of_land,Living_area,Facade_count,Swimming_pool,State_of_building
1180    —        Uccle      |,house,villa,3150000,for sale,4,0,0,1,0,1,1100m2,nullm2,4,0,as new
1200    —        Woluwe-Saint-Lambert      |,house,house,490000,for sale,3,1,0,0,1,1,270m2,120m2,2,0,good
1380    —        Lasne      |,house,house,599000,for sale,3,1,0,0,1,1,900m2,175m2,4,0,just renovated
1853    —        Strombeek-Bever      |,house,house,695000,for sale,5,1,0,0,1,1,1402m2,334m2,2,0,as new
Rue d'Arsimont   55,house,house,80000,for sale,2,0,0,0,0,0,510m2,nullm2,,0,
9100    —        Sint-Niklaas      |,house,house,449000,for sale,5,0,0,1,0,1,1315m2,200m2,nu,0,to be done up
1030    —        Schaerbeek      |,house,mansion,890000,for sale,4,1,0,1,0,1,171m2,350m2,2,0,as new
9500    —        Geraardsbergen      |,house,house,140000,for sale,3,0,0,0,0,0,40m2,128m2,3,0,good
DORENT   6,house,house,294000,for sale,4,0,0,0,0,0,0m2,nullm2,nu,0,as new
"Brusselsesteenweg   492,",house,house,315000,for sale,3,1,0,0,0,1,104m2,120m2,2,0,
"Pastoor Costenoblestraat   3,",house,house,149500,for sale,3,0,0,0,0,0,638m2,nullm2,3,0,to renovate
7080    —        Eugies (Frameries)      |,house,house,325000,for sale,4,1,0,1,0,1,900m2,320m2,3,0,
Broedersblok   66,house,house,150000,for sale,2,1,0,0,0,0,885m2,nullm2,4,0,
Bovenhoek   20,house,house,293000,for sale,3,0,0,0,0,0,375m2,145m2,nu,0,
Bovenhoek   20,house,house,293000,for sale,3,0,0,0,0,0,375m2,145m2,nu,0,
Boezingepoortstraat   8,house,house,310000,for sale,3,0,0,0,0,0,358m2,358m2,,0,
6120    —        Ham-sur-Heure-Nalinnes      |,house,house,419000,for sale,5,1,0,0,1,0,1740m2,213m2,4,0,good
a,house,house,425000,for sale,3,0,0,0,0,0,720m2,nullm2,4,0,
2240    —        Zandhoven      |,house,villa,845000,for sale,5,0,0,0,0,1,5555m2,357m2,4,1,good
Cour à procés   14,house,house,93000,for sale,2,0,0,0,0,1,0m2,79m2,2,0,to be done up
"Rue de Bethléem, 93             Box 0",house,house,199000,for sale,3,1,0,0,1,1,240m2,140m2,2,0,
Oud-Dorp   59,house,house,199000,for sale,2,0,0,0,0,0,145m2,175m2,3,0,to be done up
4102    —        Seraing Ougrée      |,house,house,259000,for sale,3,0,0,0,1,1,0m2,125m2,3,0,just renovated
IJzerland   36,house,house,279000,for sale,4,0,0,0,0,0,329m2,nullm2,nu,0,to be done up
breevenstraat   31/W 12,house,house,384000,for sale,3,0,0,0,1,1,136m2,184m2,nu,0,
breevenstraat   31/W 13,house,house,384000,for sale,3,0,0,0,1,1,136m2,184m2,nu,0,
breevenstraat   31/W 5,house,house,424000,for sale,3,0,0,0,1,1,322m2,185m2,nu,0,
breevenstraat   31/W 9,house,house,424000,for sale,3,0,0,0,1,1,127m2,228m2,nu,0,
breevenstraat   31/W 10,house,house,424000,for sale,3,0,0,0,1,1,215m2,203m2,nu,0,
Edmond Vandervaerenstraat,house,town house,557000,for sale,3,1,0,0,0,0,373m2,242m2,3,0,as new
Edmond Vandervaerenstraat,house,town house,560000,for sale,3,1,0,0,0,0,399m2,242m2,3,0,as new
Kuipersstraat   64a,house,house,385000,for sale,3,0,0,0,1,1,330m2,192m2,2,0,
Rapaertstraat   20          Box E,house,house,399000,for sale,4,0,0,0,0,0,384m2,nullm2,3,0,
1325    —        Chaumont-Gistoux      |,house,villa,450000,for sale,3,0,0,0,0,1,500m2,140m2,4,0,as new
Gentsestraat,house group,house group,53790 - 309315.1,for sale,,0,0,0,0,0,,nullm2,,0,
"Koordendraaiershoek   53,",house group,house group,219000 - 231000,for sale,,0,0,0,0,0,,nullm2,,0,
Rue des Communes,house group,house group,229000 - 229000,for sale,,0,0,0,0,0,,nullm2,,0,
rue du coq mosan,house group,house group,236650 - 236650,for sale,,0,0,0,0,0,,nullm2,,0,
"Westkerkestraat   0,",house group,house group,248500 - 251500,for sale,,0,0,0,0,0,,nullm2,,0,
Rue Eugène Branckotte,house group,house group,249000 - 249000,for sale,,0,0,0,0,0,,nullm2,,0,
Weststraat,house group,house group,250000 - 265000,for sale,,0,0,0,0,0,,nullm2,,0,
Zandbergstraat,house group,house group,253624.73 - 395700.55,for sale,,0,0,0,0,0,,nullm2,,0,
Oude Bruggeweg-Vervlotenweg,house group,house group,257000 - 308000,for sale,,0,0,0,0,0,,nullm2,,0,
Rue de Villemont,house group,house group,269000 - 269000,for sale,,0,0,0,0,0,,nullm2,,0,
Rue des contredames   55,house group,house group,288000 - 288000,for sale,,0,0,0,0,0,,nullm2,,0,
Pavé St-Joseph,house group,house group,288138 - 288138,for sale,,0,0,0,0,0,,nullm2,,0,
Hadewych,house group,house group,291500 - 291500,for sale,,0,0,0,0,0,,nullm2,,0,
Lepelstraat   78,house group,house group,298000 - 312000,for sale,,0,0,0,0,0,,nullm2,,0,
Denderdreve   7,house group,house group,299950 - 372250,for sale,,0,0,0,0,0,,nullm2,,0,
Sterrestraat   45,house group,house group,315100 - 315100,for sale,,0,0,0,0,0,,nullm2,,0,
Rue de la Marka,house group,house group,317000 - 389000,for sale,,0,0,0,0,0,,nullm2,,0,
Jan Mioenstraat   2,house group,house group,325950 - 384950,for sale,,0,0,0,0,0,,nullm2,,0,
Amersveldestraat   84-86,house group,house group,325950 - 384950,for sale,,0,0,0,0,0,,nullm2,,0,
Den Duine,house group,house group,330000 - 365000,for sale,,0,0,0,0,0,,nullm2,,0,
Hof Ter Wilderweg,house group,house group,342500 - 386500,for sale,,0,0,0,0,0,,nullm2,,0,
Oude Truierbaan   150,house group,house group,346000 - 436695,for sale,,0,0,0,0,0,,nullm2,,0,
Emiel Fleerackerslaan   14,house group,house group,348000 - 363500,for sale,,0,0,0,0,0,,nullm2,,0,
Rozendal,house group,house group,349000 - 358000,for sale,,0,0,0,0,0,,nullm2,,0,
Geestelijkenhoek   15,house group,house group,358682 - 407913,for sale,,0,0,0,0,0,,nullm2,,0,
Koolputstraat   5-7,house group,house group,369000 - 375000,for sale,,0,0,0,0,0,,nullm2,,0,
Assenedesteenweg   171,house group,house group,375660 - 375660,for sale,,0,0,0,0,0,,nullm2,,0,
La Saulx,house group,house group,376250 - 490200,for sale,,0,0,0,0,0,,nullm2,,0,
Aambeeldstraat   31,house group,house group,379000 - 388000,for sale,,0,0,0,0,0,,nullm2,,0,
Jozef Guislainstraat   56,house group,house group,379500 - 449500,for sale,,0,0,0,0,0,,nullm2,,0,
Leuvensesteenweg   302,house group,house group,385000 - 385000,for sale,,0,0,0,0,0,,nullm2,,0,
bosdorp   97,house group,house group,385000 - 385000,for sale,,0,0,0,0,0,,nullm2,,0,
Matenstraat   306,house group,house group,387500 - 419500,for sale,,0,0,0,0,0,,nullm2,,0,
"Vrijgeweidestraat   83,",house group,house group,439660 - 468000,for sale,,0,0,0,0,0,,nullm2,,0,
Rue de Dalhem,house group,house group,469242 - 480052,for sale,,0,0,0,0,0,,nullm2,,0,
Hoevestraat   9,house,house,136000,for sale,1,0,0,0,0,0,5857m2,nullm2,nu,0,
Oevelseweg   119,house,house,175000,for sale,3,0,0,0,0,0,1069m2,nullm2,nu,0,
Avenue Van Overbeke   133,house,house,195000,for sale,3,1,0,0,0,0,161m2,nullm2,,0,
clos Paul Plan   18,house,house,210000,for sale,3,1,0,0,0,0,613m2,nullm2,,0,
Driesstraat   82,house,house,275000,for sale,3,0,0,0,1,0,381m2,nullm2,,0,
1400    —        Nivelles      |,house,exceptional property,550000,for sale,4,1,0,0,0,1,423m2,282m2,4,0,as new
Rue Puissant   40,house,apartment block,149000,for sale,5,0,0,0,0,0,171m2,450m2,3,0,to restore
Nieuwpoortsesteenweg   691,house,house,155000,for sale,2,0,0,0,0,1,103m2,nullm2,nu,0,to renovate
5620    —        Florennes      |,house,house,245000,for sale,3,1,0,0,0,1,0m2,150m2,3,0,good
Rue Du Poseur   35,house,house,175000,for sale,2,0,0,0,0,1,50m2,nullm2,3,0,
Sint-Jorisstraat   84,house,country cottage,669000,for sale,4,0,0,0,0,0,4550m2,nullm2,nu,1,to be done up
1310    —        La Hulpe      |,house,villa,750000,for sale,5,1,0,0,1,1,1135m2,320m2,4,0,to renovate
Rue des Ponts   23,house,house,5000,for sale,1,0,0,0,0,0,135m2,nullm2,2,0,to renovate
Drève du Caillois   2,house,house,40000,for sale,1,0,0,0,0,0,3770m2,66m2,4,0,to renovate
Wez Charnois   lot 6,house,other property,45000,for sale,0,0,0,0,0,0,831m2,nullm2,,0,
Wez Charnois   lot 7,house,other property,45000,for sale,0,0,0,0,0,0,890m2,nullm2,,0,
Wez Charnois   lot 10,house,other property,50000,for sale,0,0,0,0,0,0,1020m2,nullm2,,0,
Wez Charnois   lot 11,house,other property,50000,for sale,0,0,0,0,0,0,1022m2,nullm2,,0,
Wez Charnois   lot 8,house,other property,50000,for sale,0,0,0,0,0,0,958m2,nullm2,,0,
Wez Charnois   lot 5,house,other property,60000,for sale,0,0,0,0,0,0,1283m2,nullm2,,0,
Rue de la Sille   80,house,house,80000,for sale,3,0,0,0,0,0,305m2,nullm2,2,0,
4577    —        Modave      |,house,house,92000,for sale,2,0,0,0,0,1,580m2,100m2,4,0,
Rue du Pont   30,house,mixed use building,95000,for sale,0,0,0,0,0,0,50m2,nullm2,nu,0,to renovate
5503    —        Dinant      |,house,chalet,98000,for sale,2,1,1,0,1,1,900m2,49m2,4,0,good
6061    —        Charleroi      |,house,house,99000,for sale,2,1,0,0,0,1,53m2,161m2,2,0,to renovate
Chaussée de Liège   607,house,house,100000,for sale,3,0,0,0,0,1,0m2,nullm2,2,0,to be done up
Guido Gezellelaan   8,house,house,100000,for sale,3,0,0,0,0,1,0m2,nullm2,3,0,to be done up
Petite Suisse 102             Box 0,house,chalet,110000,for sale,2,1,0,0,0,1,869m2,70m2,4,0,
Chaussée de Liège   71,house,house,125000,for sale,4,0,0,0,0,0,110m2,nullm2,2,0,to be done up
7340    —        Colfontaine      |,house,house,125000,for sale,3,0,0,0,0,1,150m2,140m2,2,0,good
Avenue de la Gare   11,house,house,130000,for sale,4,1,0,0,0,0,0m2,nullm2,2,0,to be done up
Rue du Faubourg 11             Box 0,house,house,130000,for sale,2,1,0,1,0,0,501m2,85m2,1,0,
5500    —        Dinant      |,house,villa,135000,for sale,2,1,0,0,0,1,1200m2,95m2,4,0,to be done up
"Schepenhuisstraat   66,",house,house,135000,for sale,3,0,0,0,0,0,1120m2,nullm2,3,0,to renovate
rue Gustave Boel   75,house,house,140000,for sale,5,0,0,0,0,0,0m2,275m2,2,0,to renovate
Rue de la Havée   10,house,house,145000,for sale,3,1,0,0,0,1,0m2,nullm2,4,0,to be done up
Rue des Trappistes   101,house,villa,145000,for sale,3,0,0,0,0,1,0m2,nullm2,4,0,to be done up
"Nieuwstraat   2,",house,house,145000,for sale,3,0,0,0,0,0,60m2,nullm2,2,0,to renovate
rue de la Foulerie   12,house,house,149500,for sale,3,0,0,0,0,0,84m2,nullm2,2,0,good
rue des Grusiats   3,house,town house,158000,for sale,2,1,0,0,0,0,0m2,103m2,2,0,good
"Hoogledestraat   32,",house,house,165000,for sale,5,0,0,0,0,0,185m2,nullm2,2,0,to renovate
7711    —        Dottignies      |,house,house,169000,for sale,4,1,0,0,0,1,126m2,170m2,3,0,good
"Sint-Pietersstraat   7,",house,house,169500,for sale,3,0,0,0,0,0,545m2,160m2,3,0,
"Rue Eugène Defraire, 15             Box 0",house,house,170000,for sale,2,1,0,0,0,0,318m2,90m2,3,0,
4960    —        Malmedy      |,house,house,179000,for sale,2,0,0,0,0,1,0m2,145m2,4,0,
Geraardsbergsesteenweg   81,house,house,179000,for sale,2,0,0,0,0,0,432m2,nullm2,3,0,
Schoonslaapsterstraat   29,house,mixed use building,180000,for sale,1,0,0,0,0,0,0m2,74m2,,0,
6183    —        Trazegnies      |,house,house,185000,for sale,4,1,0,0,0,1,410m2,191m2,3,0,good
Billegem   21,house,house,185000,for sale,3,0,0,0,0,0,550m2,166m2,2,0,
Gaversesteenweg   63,house,house,185000,for sale,2,0,0,0,0,1,90m2,107m2,2,0,
"Stationsstraat   108,",house,house,187000,for sale,3,0,0,0,0,0,382m2,nullm2,2,0,
Koningin Astridlaan   37          Box 0008,house,exceptional property,189000,for sale,1,1,0,0,0,1,0m2,64m2,2,1,
4430    —        Ans      |,house,town house,190000,for sale,2,1,0,1,1,0,198m2,nullm2,2,0,to be done up
Schijfwerpersstraat   98,house,house,199000,for sale,2,0,1,0,0,0,0m2,82m2,2,0,as new
4000    —        Liege      |,house,house,199000,for sale,3,0,0,0,0,1,145m2,300m2,2,0,to renovate
Rue des Fontaines 15a et 15b             Box 0,house,house,200000,for sale,4,1,0,1,0,1,866m2,175m2,4,0,
AVENUE DU ROI ALBERT   607,house,mixed use building,205000,for sale,4,1,0,1,1,1,300m2,220m2,3,0,
7090    —        Braine-le-Comte      |,house,town house,235000,for sale,2,1,0,0,1,0,160m2,168m2,2,0,good
6001    —        Marcinelle      |,house,house,238000,for sale,2,1,0,1,1,1,430m2,125m2,4,0,
Hekkestraat   10,house,house,239000,for sale,1,1,0,0,0,0,1872m2,100m2,nu,0,to renovate
6200    —        Chatelet      |,house,house,248000,for sale,3,1,0,0,1,1,260m2,181m2,4,0,
1770    —        Liedekerke      |,house,house,249000,for sale,3,1,0,0,0,0,161m2,nullm2,3,0,just renovated
Ledebaan   79,house,house,250000,for sale,3,1,0,0,0,1,0m2,nullm2,2,0,good
"Oogststraat   10,",house,house,257800,for sale,3,1,0,0,0,0,170m2,120m2,3,0,good
"Oogststraat   7,",house,house,269760,for sale,3,1,0,0,0,0,264m2,129m2,3,0,good
Rue Grande   104,house,apartment block,270000,for sale,5,1,0,0,0,1,0m2,nullm2,2,0,to be done up
9800    —        Deinze      |,house,house,274000,for sale,2,1,0,0,0,0,60m2,108m2,nu,0,as new
5550    —        Nafraiture      |,house,house,275000,for sale,4,1,0,0,0,1,518m2,320m2,3,0,as new
Pont Castelain 4             Box 0,house,villa,275000,for sale,3,1,0,1,0,1,1516m2,170m2,4,0,
Avenue du Parc   44,house,house,280000,for sale,2,1,0,0,1,1,487m2,nullm2,4,0,
"Spijkstraat   119,",house,house,280000,for sale,4,0,0,0,0,0,65m2,146m2,nu,0,good
"Oogststraat   8,",house,house,280100,for sale,3,1,0,0,0,0,259m2,129m2,3,0,good
4970    —        Stavelot      |,house,country cottage,285000,for sale,4,0,0,0,0,0,2644m2,650m2,4,0,to renovate
Poekelaan   25,house,house,285000,for sale,3,1,0,0,1,0,257m2,111m2,,0,
Sentier des Pietons   23,house,house,289000,for sale,3,1,0,0,0,1,0m2,nullm2,3,0,good
Rue des Wallons   115,house,house,295000,for sale,4,0,0,0,0,1,129m2,nullm2,2,0,good
Menuchenet   8,house,mixed use building,295000,for sale,0,1,0,0,0,0,0m2,nullm2,nu,0,to renovate
1601    —        Sint-Pieters-Leeuw      |,house,house,299000,for sale,2,1,0,0,1,1,0m2,130m2,3,0,good
Blijstraat   12,house,house,299000,for sale,3,1,0,0,1,1,487m2,151m2,4,0,as new
"Oogststraat   9,",house,house,300700,for sale,3,1,0,0,0,0,362m2,119m2,3,0,good
1070    —        Anderlecht      |,house,apartment block,310000,for sale,3,1,0,0,0,1,0m2,120m2,2,0,as new
"Rue Lumsonry 2ème avenue, 220             Box 0",house,villa,310000,for sale,4,1,0,1,0,0,1500m2,165m2,4,0,
6760    —        Virton      |,house,house,318000,for sale,3,1,0,0,1,0,0m2,150m2,4,0,good
5003    —        SAINT-MARC      |,house,villa,320000,for sale,5,1,0,0,0,1,0m2,nullm2,4,0,good
Molenstraat   99,house,house,320000,for sale,4,0,0,0,0,0,2639m2,nullm2,4,0,to renovate
Roggestraat   32,house,house,325000,for sale,3,0,0,0,0,0,144m2,121m2,nu,0,
"Stationsstraat   84,",house,house,325000,for sale,4,0,0,0,0,0,643m2,300m2,nu,0,good
2820    —        Rijmenam      |,house,country cottage,329000,for sale,2,1,0,0,0,0,580m2,110m2,4,0,to be done up
4053    —        Embourg      |,house,house,335000,for sale,3,1,0,0,0,1,598m2,182m2,4,0,
Molenstraat   115,house,house,335000,for sale,3,1,0,0,0,0,154m2,nullm2,nu,0,just renovated
"Oude Hoogweg   182,",house,house,339000,for sale,3,1,0,0,0,1,285m2,nullm2,2,0,good
1410    —        Waterloo      |,house,house,345000,for sale,4,1,0,0,0,1,357m2,176m2,2,0,as new
4920    —        Harzé      |,house,house,349000,for sale,3,1,0,0,0,1,1478m2,122m2,4,0,
Oedelemse Steenweg   94,house,house,349000,for sale,3,0,0,0,0,0,650m2,159m2,4,0,
Oedelemse Steenweg   94,house,house,349000,for sale,3,0,0,0,0,0,650m2,159m2,4,0,
Beekstraat   15,house,house,349000,for sale,3,0,0,0,0,1,672m2,nullm2,3,0,to be done up
6110    —        Montigny-le-Tilleul      |,house,villa,358000,for sale,3,1,0,0,1,1,1376m2,214m2,4,0,
heidestraat   125,house,house,359000,for sale,4,1,0,0,0,1,902m2,nullm2,4,0,
Oostrozebeke   -,house,house,364980,for sale,3,1,0,0,0,0,449m2,nullm2,4,0,as new
Colibrilei,house,house,378000,for sale,3,1,0,0,0,0,160m2,219m2,3,0,as new
Lucas de Heerestraat   79,house,house,378000,for sale,3,0,0,0,0,0,0m2,115m2,nu,0,as new
8380    —        Dudzele      |,house,house,398500,for sale,3,0,0,0,0,1,354m2,188m2,nu,0,as new
1070    —        Anderlecht      |,house,apartment block,399000,for sale,3,1,0,0,1,1,0m2,175m2,2,0,good
Puttestraat   16,house,house,425000,for sale,4,0,0,0,0,0,1928m2,nullm2,3,0,
4000    —        Liege      |,house,apartment block,425000,for sale,6,1,0,0,0,1,300m2,380m2,2,0,as new
Koning Albertlaan   9A,house,villa,425000,for sale,3,0,0,0,0,0,1021m2,168m2,4,0,
Vossensteert   25,house,house,440000,for sale,4,1,0,0,0,0,351m2,218m2,,0,
1325    —        Chaumont-Gistoux      |,house,villa,445000,for sale,3,0,0,0,0,1,2126m2,194m2,4,1,to be done up
1570    —        Galmaarden      |,house,villa,445000,for sale,3,1,0,0,0,1,1357m2,nullm2,4,0,good
Dekenstraat   70,house,house,449000,for sale,2,1,0,0,1,0,151m2,nullm2,2,0,just renovated
7711    —        Dottignies      |,house,mansion,450000,for sale,5,0,0,0,0,0,685m2,480m2,2,0,to renovate
6687    —        Bertogne      |,house,house,472500,for sale,4,1,0,0,1,1,1200m2,450m2,4,0,as new
Vossekotstraat   61,house,villa,480000,for sale,5,1,0,0,0,0,0m2,nullm2,nu,0,
Nijverheidslaan,house,house,495000,for sale,3,1,0,0,0,0,864m2,180m2,4,0,to renovate
"Dampoortstraat   70,",house,house,499000,for sale,4,1,0,0,0,1,229m2,nullm2,4,0,good
Van Luppenstraat   49,house,house,525000,for sale,3,0,0,0,1,1,84m2,150m2,2,0,
Baarlehof   11,house,house,545000,for sale,3,0,0,0,0,0,379m2,177m2,nu,0,
1300    —        Wavre      |,house,villa,550000,for sale,4,1,0,0,0,1,864m2,200m2,4,0,to be done up
Vinkenlaan   27,house,house,559000,for sale,5,0,0,0,0,0,310m2,225m2,nu,0,
1380    —        Lasne      |,house,house,580000,for sale,5,1,0,0,0,1,1350m2,297m2,4,0,to restore
5190    —        Jemeppe-sur-Sambre      |,house,villa,588000,for sale,4,1,0,0,1,1,12530m2,210m2,4,1,
1150    —        Woluwe-Saint-Pierre      |,house,apartment block,595000,for sale,6,1,0,0,1,1,0m2,240m2,2,0,good
7090    —        Braine-le-Comte      |,house,villa,615000,for sale,4,1,0,0,0,0,12800m2,250m2,4,0,
7804    —        Rebaix      |,house,country cottage,675000,for sale,7,0,1,0,0,0,1500m2,650m2,3,0,as new
1495    —        Villers-la-Ville      |,house,house,685000,for sale,3,0,0,0,0,1,4841m2,245m2,4,0,good
Noordzandstraat   81,house,mixed use building,695000,for sale,2,0,0,0,0,1,63m2,180m2,nu,0,as new
Noordzandstraat   81,house,mixed use building,695000,for sale,2,0,0,0,0,0,63m2,180m2,nu,0,as new
1380    —        Lasne      |,house,house,795000,for sale,4,0,0,0,0,1,1900m2,200m2,4,1,just renovated
8434    —        Middelkerke      |,house,villa,799000,for sale,3,0,0,0,1,1,600m2,204m2,4,0,as new
1180    —        Uccle      |,house,apartment block,845000,for sale,0,1,0,0,0,0,117m2,288m2,2,0,
rue de soreille   7,house,house,850000,for sale,7,1,0,0,0,1,2888m2,677m2,4,0,
Graafjansdijk   107,house,house,860000,for sale,3,0,0,0,0,0,0m2,166m2,nu,0,as new
6220    —        Lambusart      |,house,house,888000,for sale,8,1,0,1,1,1,7000m2,680m2,4,0,just renovated
1300    —        Wavre      |,house,villa,900000,for sale,6,1,0,0,1,1,6614m2,330m2,4,1,good
"Burgstraat   59,",house,mansion,900000,for sale,0,0,0,0,0,0,216m2,324m2,nu,0,good
8300    —        Knokke-Heist      |,house,house,945000,for sale,3,1,0,0,0,1,170m2,nullm2,2,0,as new
1850    —        Grimbergen      |,house,villa,950000,for sale,3,1,0,0,1,1,1462m2,430m2,3,1,
1180    —        Uccle      |,house,villa,1085000,for sale,5,1,0,1,0,1,833m2,285m2,4,1,just renovated
2870    —        Puurs      |,house,villa,1145000,for sale,7,1,0,1,0,1,17441m2,670m2,3,1,good
9820    —        Merelbeke      |,house,mansion,1170000,for sale,0,0,0,1,1,0,1340m2,1340m2,3,0,good
"Hazegrasstraat   0,",house,house,1190000,for sale,4,1,0,0,0,0,210m2,180m2,nu,0,
9255    —        Buggenhout      |,house,house,1195000,for sale,4,1,0,0,0,1,20265m2,285m2,4,0,
1380    —        Ohain      |,house,villa,1250000,for sale,5,1,0,0,0,1,2234m2,365m2,4,0,just renovated
3140    —        Keerbergen      |,house,house,1350000,for sale,4,1,0,0,0,1,4068m2,291m2,4,0,as new
7301    —        Hornu      |,house,apartment block,1450000,for sale,32,1,1,0,0,1,1135m2,nullm2,3,0,good
2630    —        Aartselaar      |,house,villa,1495000,for sale,4,1,0,1,0,0,2043m2,350m2,4,1,just renovated
5651    —        Walcourt Thyle-ChÃteau      |,house,castle,1500000,for sale,5,0,0,0,0,0,7190m2,nullm2,4,0,to renovate
Georges Eekhoudlaan   6,house,villa,1675000,for sale,5,0,0,0,0,1,1495m2,375m2,nu,1,
6720    —        Habay Habay-la-Neuve      |,house,apartment block,1700000,for sale,15,1,0,0,0,1,0m2,929m2,3,0,as new
1180    —        Uccle      |,house,villa,1850000,for sale,6,1,0,0,1,1,1500m2,450m2,4,0,
2000    —        Antwerp      |,house,apartment block,2100000,for sale,4,1,0,0,0,1,0m2,nullm2,2,0,as new
1090    —        Jette      |,house,villa,2260000,for sale,6,1,0,1,0,1,1952m2,1176m2,4,1,as new
Raapstraat   6,house,apartment block,2390000,for sale,12,1,0,0,0,1,0m2,940m2,2,0,good
Onkerzelestraat   122,house,manor house,2499000,for sale,6,1,0,0,0,0,50000m2,600m2,nu,0,as new
1640    —        Rhode-St-Genèse      |,house,exceptional property,2600000,for sale,6,1,0,0,0,1,4970m2,900m2,4,1,as new
Hortensialaan   7,house,villa,2895000,for sale,4,0,0,0,0,1,1171m2,260m2,nu,1,just renovated
2000    —        Antwerp      |,house,exceptional property,2950000,for sale,7,0,0,0,0,1,749m2,nullm2,4,0,as new
8300    —        Knokke-Heist      |,house,exceptional property,3500000,for sale,4,1,0,0,0,1,656m2,346m2,4,0,as new
"Kasteeldreef   5,",house,castle,3500000,for sale,4,0,0,0,0,1,34949m2,1050m2,4,0,
1180    —        Uccle      |,house,exceptional property,3900000,for sale,7,1,0,0,1,1,9800m2,600m2,4,0,good
2630    —        Aartselaar      |,house,exceptional property,4850000,for sale,10,1,0,0,0,0,13490m2,2000m2,4,1,as new
